Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1	Transcription Units	Regulated-By	GO terms (biological process)
EQU24_RS02430	EQU24_RS02430	518730	520052	UDP-glucose/GDP-mannose dehydrogenase family protein	EQU24_RS02430	EQU24_RS02430	EQU24_RS02430		
EQU24_RS02425	EQU24_RS02425	518203	518466	hypothetical protein	EQU24_RS02425	EQU24_RS02425	EQU24_RS02425		
EQU24_RS02420	EQU24_RS02420	517446	517949	hypothetical protein	EQU24_RS02420	EQU24_RS02420	EQU24_RS02420		
EQU24_RS02415	EQU24_RS02415	516336	517238	DMT family transporter	EQU24_RS02415	EQU24_RS02415	EQU24_RS02415		
EQU24_RS02410	EQU24_RS02410	515217	516173	DUF523 and DUF1722 domain-containing protein	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395	EQU24_RS02410	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395		
EQU24_RS02405	EQU24_RS02405	514744	515190	DUF1499 domain-containing protein	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395	EQU24_RS02405	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395		
EQU24_RS02400	EQU24_RS02400	514290	514754	SRPBCC family protein	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395	EQU24_RS02400	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395		
EQU24_RS02395	EQU24_RS02395	513772	514293	hypothetical protein	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395	EQU24_RS02395	EQU24_RS02410 // EQU24_RS02405 // EQU24_RS02400 // EQU24_RS02395		
EQU24_RS02390	EQU24_RS02390	512097	513458	deoxyribodipyrimidine photo-lyase	EQU24_RS02390	EQU24_RS02390	EQU24_RS02390		
EQU24_RS02385	EQU24_RS02385	510464	511639	hypothetical protein	EQU24_RS02385	EQU24_RS02385	EQU24_RS02385		
EQU24_RS02380	EQU24_RS02380	509701	510321	sulfoxide reductase heme-binding subunit YedZ	EQU24_RS02380	EQU24_RS02380	EQU24_RS02380		
EQU24_RS02375	EQU24_RS02375	508110	509711	NAD(P)/FAD-dependent oxidoreductase	EQU24_RS02375	EQU24_RS02375	EQU24_RS02375		
EQU24_RS02370	EQU24_RS02370	506993	508063	aminoglycoside phosphotransferase family protein	EQU24_RS02370	EQU24_RS02370	EQU24_RS02370		
EQU24_RS02365	EQU24_RS02365	506409	506594	hypothetical protein	EQU24_RS02365	EQU24_RS02365	EQU24_RS02365		
EQU24_RS02360	EQU24_RS02360	505982	506374	RNA-binding protein	EQU24_RS02360	EQU24_RS02360	EQU24_RS02360		
EQU24_RS02355	EQU24_RS02355	505311	505931	guanylate kinase	EQU24_RS02355	EQU24_RS02355	EQU24_RS02355		
EQU24_RS02350	EQU24_RS02350	503454	504818	DEAD/DEAH box helicase	EQU24_RS02350	EQU24_RS02350	EQU24_RS02350		
EQU24_RS02345	EQU24_RS02345	503067	503249	hypothetical protein	EQU24_RS02345	EQU24_RS02345	EQU24_RS02345		
EQU24_RS02340	EQU24_RS02340	502538	503014	hypothetical protein	EQU24_RS02340	EQU24_RS02340	EQU24_RS02340		
smrA	EQU24_RS02335	501506	502084	DNA endonuclease SmrA	smrA	EQU24_RS02335	smrA		
EQU24_RS02330	EQU24_RS02330	497167	501408	DEAD/DEAH box helicase	EQU24_RS02330	EQU24_RS02330	EQU24_RS02330		
EQU24_RS02325	EQU24_RS02325	495664	496377	hypothetical protein	EQU24_RS02325	EQU24_RS02325	EQU24_RS02325		
EQU24_RS02320	EQU24_RS02320	494907	495476	DUF2452 domain-containing protein	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305	EQU24_RS02320	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305		
EQU24_RS02315	EQU24_RS02315	493554	494891	nicotinate phosphoribosyltransferase	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305	EQU24_RS02315	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305		
EQU24_RS02310	EQU24_RS02310	492958	493557	isochorismatase family protein	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305	EQU24_RS02310	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305		
EQU24_RS02305	EQU24_RS02305	492289	492954	protein-L-isoaspartate(D-aspartate) O-methyltransferase	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305	EQU24_RS02305	EQU24_RS02320 // EQU24_RS02315 // EQU24_RS02310 // EQU24_RS02305		
EQU24_RS02300	EQU24_RS02300	491348	491881	copper resistance protein NlpE	EQU24_RS02300	EQU24_RS02300	EQU24_RS02300		
EQU24_RS02295	EQU24_RS02295	487371	490829	hypothetical protein	EQU24_RS02295 // EQU24_RS02290	EQU24_RS02295	EQU24_RS02295 // EQU24_RS02290		
EQU24_RS02290	EQU24_RS02290	486107	487363	DNA repair exonuclease	EQU24_RS02295 // EQU24_RS02290	EQU24_RS02290	EQU24_RS02295 // EQU24_RS02290		
EQU24_RS02285	EQU24_RS02285	485890	486075	hypothetical protein	EQU24_RS02285	EQU24_RS02285	EQU24_RS02285		
EQU24_RS02280	EQU24_RS02280	485384	485608	hypothetical protein	EQU24_RS02280 // glmS // glmU	EQU24_RS02280	EQU24_RS02280 // glmS // glmU		
glmS	EQU24_RS02275	483558	485387	glutamine--fructose-6-phosphate transaminase (isomerizing)	EQU24_RS02280 // glmS // glmU	EQU24_RS02275	EQU24_RS02280 // glmS // glmU		
glmU	EQU24_RS02270	482186	483556	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	EQU24_RS02280 // glmS // glmU	EQU24_RS02270	EQU24_RS02280 // glmS // glmU		
EQU24_RS02265	EQU24_RS02265	481685	482107	F0F1 ATP synthase subunit epsilon	EQU24_RS02265 // atpD	EQU24_RS02265	EQU24_RS02265 // atpD		
atpD	EQU24_RS02260	480281	481663	F0F1 ATP synthase subunit beta	EQU24_RS02265 // atpD	EQU24_RS02260	EQU24_RS02265 // atpD		
atpG	EQU24_RS02255	479369	480235	F0F1 ATP synthase subunit gamma	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240	EQU24_RS02255	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240		
EQU24_RS02250	EQU24_RS02250	477815	479356	F0F1 ATP synthase subunit alpha	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240	EQU24_RS02250	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240		
EQU24_RS02245	EQU24_RS02245	477265	477798	F0F1 ATP synthase subunit delta	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240	EQU24_RS02245	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240		
EQU24_RS02240	EQU24_RS02240	476786	477259	F0F1 ATP synthase subunit B	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240	EQU24_RS02240	atpG // EQU24_RS02250 // EQU24_RS02245 // EQU24_RS02240		
atpE	EQU24_RS02235	476453	476743	F0F1 ATP synthase subunit C	atpE	EQU24_RS02235	atpE		
atpB	EQU24_RS02230	475634	476410	F0F1 ATP synthase subunit A	atpB // EQU24_RS02225	EQU24_RS02230	atpB // EQU24_RS02225		
EQU24_RS02225	EQU24_RS02225	475202	475609	F0F1 ATP synthase assembly protein I	atpB // EQU24_RS02225	EQU24_RS02225	atpB // EQU24_RS02225		
EQU24_RS02220	EQU24_RS02220	474214	475086	ParB/RepB/Spo0J family partition protein	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG	EQU24_RS02220	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG		
EQU24_RS02215	EQU24_RS02215	473439	474206	ParA family protein	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG	EQU24_RS02215	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG		
rsmG	EQU24_RS02210	472805	473434	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG	EQU24_RS02210	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG		
mnmG	EQU24_RS02205	470937	472805	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG	EQU24_RS02205	EQU24_RS02220 // EQU24_RS02215 // rsmG // mnmG		
EQU24_RS02200	EQU24_RS02200	470645	470860	hypothetical protein	EQU24_RS02200	EQU24_RS02200	EQU24_RS02200		
EQU24_RS02195	EQU24_RS02195	470159	470500	TraR/DksA family transcriptional regulator	EQU24_RS02195	EQU24_RS02195	EQU24_RS02195		
EQU24_RS02190	EQU24_RS02190	469056	469961	MoxR family ATPase	EQU24_RS02190 // EQU24_RS02185 // EQU24_RS02180	EQU24_RS02190	EQU24_RS02190 // EQU24_RS02185 // EQU24_RS02180		
EQU24_RS02185	EQU24_RS02185	468115	469050	DUF58 domain-containing protein	EQU24_RS02190 // EQU24_RS02185 // EQU24_RS02180	EQU24_RS02185	EQU24_RS02190 // EQU24_RS02185 // EQU24_RS02180		
EQU24_RS02180	EQU24_RS02180	466150	468111	DUF3488 domain-containing protein	EQU24_RS02190 // EQU24_RS02185 // EQU24_RS02180	EQU24_RS02180	EQU24_RS02190 // EQU24_RS02185 // EQU24_RS02180		
EQU24_RS02175	EQU24_RS02175	465619	466002	hypothetical protein	EQU24_RS02175	EQU24_RS02175	EQU24_RS02175		
EQU24_RS02170	EQU24_RS02170	464812	465096	LapA family protein	EQU24_RS02170	EQU24_RS02170	EQU24_RS02170		
EQU24_RS02165	EQU24_RS02165	463670	464629	GNAT family N-acetyltransferase	EQU24_RS02165	EQU24_RS02165	EQU24_RS02165		
EQU24_RS02160	EQU24_RS02160	463094	463312	hypothetical protein	EQU24_RS02160	EQU24_RS02160	EQU24_RS02160		
EQU24_RS02155	EQU24_RS02155	462356	463042	hypothetical protein	EQU24_RS02155 // EQU24_RS02150	EQU24_RS02155	EQU24_RS02155 // EQU24_RS02150		
EQU24_RS02150	EQU24_RS02150	460115	462334	hypothetical protein	EQU24_RS02155 // EQU24_RS02150	EQU24_RS02150	EQU24_RS02155 // EQU24_RS02150		
EQU24_RS02145	EQU24_RS02145	458906	459966	DUF1016 domain-containing protein	EQU24_RS02145	EQU24_RS02145	EQU24_RS02145		
EQU24_RS02140	EQU24_RS02140	458626	458814	hypothetical protein	EQU24_RS02140	EQU24_RS02140	EQU24_RS02140		
EQU24_RS02135	EQU24_RS02135	456961	458427	hypothetical protein	EQU24_RS02135 // EQU24_RS02130 // EQU24_RS02125	EQU24_RS02135	EQU24_RS02135 // EQU24_RS02130 // EQU24_RS02125		
EQU24_RS02130	EQU24_RS02130	455765	456961	restriction endonuclease subunit S	EQU24_RS02135 // EQU24_RS02130 // EQU24_RS02125	EQU24_RS02130	EQU24_RS02135 // EQU24_RS02130 // EQU24_RS02125		
EQU24_RS02125	EQU24_RS02125	454194	455768	type I restriction-modification system subunit M	EQU24_RS02135 // EQU24_RS02130 // EQU24_RS02125	EQU24_RS02125	EQU24_RS02135 // EQU24_RS02130 // EQU24_RS02125		
EQU24_RS02120	EQU24_RS02120	450639	454028	DUF4145 domain-containing protein	EQU24_RS02120	EQU24_RS02120	EQU24_RS02120		
EQU24_RS02115	EQU24_RS02115	449078	450592	sigma-54-dependent Fis family transcriptional regulator	EQU24_RS02115	EQU24_RS02115	EQU24_RS02115		
EQU24_RS02110	EQU24_RS02110	448720	448796	tRNA-Arg	EQU24_RS02110 // rep	EQU24_RS02110	EQU24_RS02110 // rep		
rep	EQU24_RS02105	446678	448681	DNA helicase Rep	EQU24_RS02110 // rep	EQU24_RS02105	EQU24_RS02110 // rep		
EQU24_RS02100	EQU24_RS02100	446011	446241	HicB family protein	EQU24_RS02100	EQU24_RS02100	EQU24_RS02100		
EQU24_RS02095	EQU24_RS02095	445818	446033	type II toxin-antitoxin system HicA family toxin	EQU24_RS02095	EQU24_RS02095	EQU24_RS02095		
EQU24_RS02090	EQU24_RS02090	444114	445019	transposase	EQU24_RS02090	EQU24_RS02090	EQU24_RS02090		
EQU24_RS02085	EQU24_RS02085	442166	444001	peptidase S8	EQU24_RS02085	EQU24_RS02085	EQU24_RS02085		
EQU24_RS02080	EQU24_RS02080	440250	441203	bile acid:sodium symporter family protein	EQU24_RS02080	EQU24_RS02080	EQU24_RS02080		
EQU24_RS02075	EQU24_RS02075	438843	439661	VacJ family lipoprotein	EQU24_RS02075	EQU24_RS02075	EQU24_RS02075		
EQU24_RS02070	EQU24_RS02070	438399	438578	hypothetical protein	EQU24_RS02070	EQU24_RS02070	EQU24_RS02070		
EQU24_RS02065	EQU24_RS02065	436466	437836	cation:proton antiporter	EQU24_RS02065	EQU24_RS02065	EQU24_RS02065		
EQU24_RS02060	EQU24_RS02060	435245	435733	peptidase M4	EQU24_RS02060	EQU24_RS02060	EQU24_RS02060		
EQU24_RS02055	EQU24_RS02055	432513	434726	TonB-dependent receptor	EQU24_RS02055	EQU24_RS02055	EQU24_RS02055		
EQU24_RS02050	EQU24_RS02050	430998	432077	ferrochelatase	EQU24_RS02050	EQU24_RS02050	EQU24_RS02050		
EQU24_RS02045	EQU24_RS02045	430153	430932	pentapeptide repeat-containing protein	EQU24_RS02045	EQU24_RS02045	EQU24_RS02045		
EQU24_RS02040	EQU24_RS02040	428463	429767	hypothetical protein	EQU24_RS02040	EQU24_RS02040	EQU24_RS02040		
rdgB	EQU24_RS02035	427576	428169	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	rdgB // EQU24_RS02030	EQU24_RS02035	rdgB // EQU24_RS02030		
EQU24_RS02030	EQU24_RS02030	426856	427575	ribonuclease PH	rdgB // EQU24_RS02030	EQU24_RS02030	rdgB // EQU24_RS02030		
EQU24_RS02025	EQU24_RS02025	425884	426783	serine/threonine protein kinase	EQU24_RS02025	EQU24_RS02025	EQU24_RS02025		
EQU24_RS02020	EQU24_RS02020	424972	425829	YicC family protein	EQU24_RS02020 // EQU24_RS02015	EQU24_RS02020	EQU24_RS02020 // EQU24_RS02015		
EQU24_RS02015	EQU24_RS02015	424262	424954	beta-ketoacyl synthase chain length factor	EQU24_RS02020 // EQU24_RS02015	EQU24_RS02015	EQU24_RS02020 // EQU24_RS02015		
EQU24_RS02010	EQU24_RS02010	423944	424207	acyl carrier protein	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980	EQU24_RS02010	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980		
EQU24_RS02005	EQU24_RS02005	423699	423947	acyl carrier protein	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980	EQU24_RS02005	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980		
EQU24_RS02000	EQU24_RS02000	423148	423699	membrane protein	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980	EQU24_RS02000	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980		
EQU24_RS01995	EQU24_RS01995	421464	423158	AMP-binding protein	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980	EQU24_RS01995	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980		
EQU24_RS01990	EQU24_RS01990	420733	421467	glycosyltransferase family 2 protein	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980	EQU24_RS01990	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980		
EQU24_RS01985	EQU24_RS01985	419813	420736	hypothetical protein	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980	EQU24_RS01985	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980		
EQU24_RS01980	EQU24_RS01980	418291	419826	aromatic amino acid lyase	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980	EQU24_RS01980	EQU24_RS02010 // EQU24_RS02005 // EQU24_RS02000 // EQU24_RS01995 // EQU24_RS01990 // EQU24_RS01985 // EQU24_RS01980		
EQU24_RS01975	EQU24_RS01975	417691	418119	acyl-CoA thioesterase	EQU24_RS01975	EQU24_RS01975	EQU24_RS01975		
EQU24_RS01970	EQU24_RS01970	415918	417165	tetratricopeptide repeat protein	EQU24_RS01970 // EQU24_RS01965 // EQU24_RS01960	EQU24_RS01970	EQU24_RS01970 // EQU24_RS01965 // EQU24_RS01960		
EQU24_RS01965	EQU24_RS01965	415286	415915	energy transducer TonB	EQU24_RS01970 // EQU24_RS01965 // EQU24_RS01960	EQU24_RS01965	EQU24_RS01970 // EQU24_RS01965 // EQU24_RS01960		
EQU24_RS01960	EQU24_RS01960	414885	415289	biopolymer transporter ExbD	EQU24_RS01970 // EQU24_RS01965 // EQU24_RS01960	EQU24_RS01960	EQU24_RS01970 // EQU24_RS01965 // EQU24_RS01960		
EQU24_RS01955	EQU24_RS01955	414292	414768	MotA/TolQ/ExbB proton channel family protein	EQU24_RS01955 // EQU24_RS01950 // EQU24_RS01945	EQU24_RS01955	EQU24_RS01955 // EQU24_RS01950 // EQU24_RS01945		
EQU24_RS01950	EQU24_RS01950	412884	414266	hypothetical protein	EQU24_RS01955 // EQU24_RS01950 // EQU24_RS01945	EQU24_RS01950	EQU24_RS01955 // EQU24_RS01950 // EQU24_RS01945		
EQU24_RS01945	EQU24_RS01945	412108	412887	DUF3450 domain-containing protein	EQU24_RS01955 // EQU24_RS01950 // EQU24_RS01945	EQU24_RS01945	EQU24_RS01955 // EQU24_RS01950 // EQU24_RS01945		
EQU24_RS01940	EQU24_RS01940	411458	411733	hypothetical protein	EQU24_RS01940	EQU24_RS01940	EQU24_RS01940		
EQU24_RS01935	EQU24_RS01935	410541	410954	type II toxin-antitoxin system VapC family toxin	EQU24_RS01935 // EQU24_RS01930	EQU24_RS01935	EQU24_RS01935 // EQU24_RS01930		
EQU24_RS01930	EQU24_RS01930	410293	410544	type II toxin-antitoxin system Phd/YefM family antitoxin	EQU24_RS01935 // EQU24_RS01930	EQU24_RS01930	EQU24_RS01935 // EQU24_RS01930		
EQU24_RS01925	EQU24_RS01925	408817	410052	PepSY domain-containing protein	EQU24_RS01925	EQU24_RS01925	EQU24_RS01925		
EQU24_RS01920	EQU24_RS01920	407429	408643	PepSY domain-containing protein	EQU24_RS01920	EQU24_RS01920	EQU24_RS01920		
EQU24_RS01915	EQU24_RS01915	404860	407304	TonB-dependent receptor	EQU24_RS01915	EQU24_RS01915	EQU24_RS01915		
EQU24_RS01910	EQU24_RS01910	404006	404533	transposase	EQU24_RS01910	EQU24_RS01910	EQU24_RS01910		
EQU24_RS01905	EQU24_RS01905	402865	403884	FecR family protein	EQU24_RS01905	EQU24_RS01905	EQU24_RS01905		
EQU24_RS01900	EQU24_RS01900	402129	402632	RNA polymerase sigma factor	EQU24_RS01900	EQU24_RS01900	EQU24_RS01900		
EQU24_RS01895	EQU24_RS01895	401230	401736	sigma-70 family RNA polymerase sigma factor	EQU24_RS01895	EQU24_RS01895	EQU24_RS01895		
EQU24_RS01890	EQU24_RS01890	400137	401081	FecR family protein	EQU24_RS01890	EQU24_RS01890	EQU24_RS01890		
EQU24_RS01885	EQU24_RS01885	398810	399820	DUF4351 domain-containing protein	EQU24_RS01885	EQU24_RS01885	EQU24_RS01885		
EQU24_RS01880	EQU24_RS01880	396024	398606	TonB-dependent receptor	EQU24_RS01880	EQU24_RS01880	EQU24_RS01880		
EQU24_RS01875	EQU24_RS01875	395718	395879	PepSY domain-containing protein	EQU24_RS01875	EQU24_RS01875	EQU24_RS01875		
EQU24_RS01870	EQU24_RS01870	394357	395601	PepSY domain-containing protein	EQU24_RS01870	EQU24_RS01870	EQU24_RS01870		
EQU24_RS01865	EQU24_RS01865	393906	394152	BrnA antitoxin family protein	EQU24_RS01865	EQU24_RS01865	EQU24_RS01865		
EQU24_RS01860	EQU24_RS01860	393656	393865	hypothetical protein	EQU24_RS01860	EQU24_RS01860	EQU24_RS01860		
EQU24_RS01855	EQU24_RS01855	393298	393552	type II toxin-antitoxin system ParD family antitoxin	EQU24_RS01855 // EQU24_RS01850	EQU24_RS01855	EQU24_RS01855 // EQU24_RS01850		
EQU24_RS01850	EQU24_RS01850	393006	393301	type II toxin-antitoxin system RelE/ParE family toxin	EQU24_RS01855 // EQU24_RS01850	EQU24_RS01850	EQU24_RS01855 // EQU24_RS01850		
EQU24_RS01845	EQU24_RS01845	391426	392952	NAD(P)/FAD-dependent oxidoreductase	EQU24_RS01845	EQU24_RS01845	EQU24_RS01845		
EQU24_RS01840	EQU24_RS01840	390813	391400	5'-deoxynucleotidase	EQU24_RS01840	EQU24_RS01840	EQU24_RS01840		
mscL	EQU24_RS01835	389551	389955	large-conductance mechanosensitive channel protein MscL	mscL	EQU24_RS01835	mscL		
hflB	EQU24_RS01830	387393	389348	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	hflB	EQU24_RS01830	hflB		
EQU24_RS01825	EQU24_RS01825	386557	386739	hypothetical protein	EQU24_RS01825	EQU24_RS01825	EQU24_RS01825		
EQU24_RS01820	EQU24_RS01820	384731	386380	membrane protein	EQU24_RS01820	EQU24_RS01820	EQU24_RS01820		
EQU24_RS01815	EQU24_RS01815	383522	384418	DNA/RNA non-specific endonuclease	EQU24_RS01815	EQU24_RS01815	EQU24_RS01815		
EQU24_RS01810	EQU24_RS01810	382471	382914	bacterioferritin	EQU24_RS01810 // EQU24_RS01805	EQU24_RS01810	EQU24_RS01810 // EQU24_RS01805		
EQU24_RS01805	EQU24_RS01805	382274	382438	class II fumarate hydratase	EQU24_RS01810 // EQU24_RS01805	EQU24_RS01805	EQU24_RS01810 // EQU24_RS01805		
EQU24_RS01800	EQU24_RS01800	381128	382252	ISAs1 family transposase	EQU24_RS01800	EQU24_RS01800	EQU24_RS01800		
EQU24_RS01795	EQU24_RS01795	379814	381058	class II fumarate hydratase	EQU24_RS01795 // EQU24_RS01790 // EQU24_RS01785	EQU24_RS01795	EQU24_RS01795 // EQU24_RS01790 // EQU24_RS01785		
EQU24_RS01790	EQU24_RS01790	379339	379773	heme-binding protein	EQU24_RS01795 // EQU24_RS01790 // EQU24_RS01785	EQU24_RS01790	EQU24_RS01795 // EQU24_RS01790 // EQU24_RS01785		
EQU24_RS01785	EQU24_RS01785	378565	379299	MBL fold metallo-hydrolase	EQU24_RS01795 // EQU24_RS01790 // EQU24_RS01785	EQU24_RS01785	EQU24_RS01795 // EQU24_RS01790 // EQU24_RS01785		
EQU24_RS01780	EQU24_RS01780	376420	377883	DUF853 family protein	EQU24_RS01780	EQU24_RS01780	EQU24_RS01780		
EQU24_RS01775	EQU24_RS01775	373171	376329	transporter substrate-binding domain-containing protein	EQU24_RS01775	EQU24_RS01775	EQU24_RS01775		
EQU24_RS01770	EQU24_RS01770	372210	372851	SagB/ThcOx family dehydrogenase	EQU24_RS01770	EQU24_RS01770	EQU24_RS01770		
EQU24_RS01765	EQU24_RS01765	371880	372134	DUF504 domain-containing protein	EQU24_RS01765	EQU24_RS01765	EQU24_RS01765		
cydX	EQU24_RS01760	371327	371470	cytochrome bd-I oxidase subunit CydX	cydX	EQU24_RS01760	cydX		
EQU24_RS01755	EQU24_RS01755	370701	371135	archease	EQU24_RS01755	EQU24_RS01755	EQU24_RS01755		
EQU24_RS01750	EQU24_RS01750	369227	370657	RtcB family protein	EQU24_RS01750 // EQU24_RS01745	EQU24_RS01750	EQU24_RS01750 // EQU24_RS01745		
EQU24_RS01745	EQU24_RS01745	368853	369230	DUF72 domain-containing protein	EQU24_RS01750 // EQU24_RS01745	EQU24_RS01745	EQU24_RS01750 // EQU24_RS01745		
EQU24_RS01740	EQU24_RS01740	367223	368467	diguanylate cyclase	EQU24_RS01740	EQU24_RS01740	EQU24_RS01740		
EQU24_RS01735	EQU24_RS01735	365611	366825	hypothetical protein	EQU24_RS01735	EQU24_RS01735	EQU24_RS01735		
EQU24_RS01730	EQU24_RS01730	365026	365499	RES domain-containing protein	EQU24_RS01730 // EQU24_RS01725	EQU24_RS01730	EQU24_RS01730 // EQU24_RS01725		
EQU24_RS01725	EQU24_RS01725	364580	365029	DUF2384 domain-containing protein	EQU24_RS01730 // EQU24_RS01725	EQU24_RS01725	EQU24_RS01730 // EQU24_RS01725		
EQU24_RS01720	EQU24_RS01720	363461	364450	1-phosphofructokinase family hexose kinase	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695	EQU24_RS01720	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695		
EQU24_RS01715	EQU24_RS01715	362230	363450	beta-ketoacyl-ACP synthase	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695	EQU24_RS01715	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695		
fabG	EQU24_RS01710	361505	362230	3-oxoacyl-ACP reductase FabG	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695	EQU24_RS01710	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695		
EQU24_RS01705	EQU24_RS01705	360882	361322	3-hydroxyacyl-ACP dehydratase	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695	EQU24_RS01705	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695		
EQU24_RS01700	EQU24_RS01700	359704	360885	beta-ketoacyl-ACP synthase	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695	EQU24_RS01700	EQU24_RS01720 // EQU24_RS01715 // fabG // EQU24_RS01705 // EQU24_RS01700 // EQU24_RS01695		
